<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: candidate_pool.csv>index,candidate_id,优先级,基材类别,题名,年份,期刊,DOI,来源/下载链接,访问状态,TG证据,LOI证据,预计可贡献状态_低,预计可贡献状态_高,容量估计依据,候选说明,是否需用户下载全文,下载后动作
175,C176,B,聚酯,Construction of bio-safety flame retardant coatings on PET fabric with ammonium phytate and cyclodextrin,2021,Polymers for Advanced Technologies,10.1002/pat.5447,https://doi.org/10.1002/pat.5447,出版社页已找到；全文/补充材料待下载核验,TGA待PDF核验,LOI已确认,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
176,C177,B,聚酯,Optimization of the procedure to burn textile fabrics by cone calorimeter: Part II. Results and discussion on nanoparticle-finished polyester,2012,Fire and Materials,10.1002/fam.1105,https://doi.org/10.1002/fam.1105,出版社页已找到；全文权限待下载,TG字段待PDF确认,LOI未确认,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,纳米颗粒整理PET系列；若无TG仅保留候选而不进入最终TG主库,是,作为第二批补充；下载后核对TG是否对应全部处理状态
177,C178,B,聚酯,"Green Fabrication of Phosphorus-Containing Chitosan Derivatives via One-Step Protonation for Multifunctional Flame-Retardant, Anti-Dripping, and Antibacterial Coatings on Polyester Fabrics",2025,Polymers,10.3390/polym17111531,https://doi.org/10.3390/polym17111531,开放全文,TG已确认,LOI已确认,4,8,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
178,C179,B,聚酯,Optimization of the procedure to burn textile fabrics by cone calorimeter: Part I. Combustion behavior of polyester,2011,Fire and Materials,10.1002/fam.1061,https://doi.org/10.1002/fam.1061,出版社页已找到；全文权限待下载,TG字段待PDF确认,LOI未确认,2,5,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,更适合作为PET基线/燃烧背景；若无TG则不进入最终TG主库,是,作为第二批补充；下载后核对TG是否对应全部处理状态
179,C180,B,棉/聚酯,Flame retardant finishing of the polyester/cotton blend fabric using a cross-linkable hydroxy-functional organophosphorus oligomer,2019,Fire and Materials,10.1002/fam.2699,https://doi.org/10.1002/fam.2699,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
180,C181,B,棉/锦纶,Bio-Based Flame Retardant Superhydrophobic Coatings by Phytic Acid/Polyethyleneimine Layer-by-Layer Assembly on Nylon/Cotton Blend Fabrics,2025,Coatings,10.3390/coatings15060699,https://doi.org/10.3390/coatings15060699,开放全文,TG已确认,LOI待全文核对,6,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
181,C182,B,芳纶,AgNWs–Silane Coatings for the Functionalization of Aramid Woven Fabrics,2023,Coatings,10.3390/coatings13111852,https://doi.org/10.3390/coatings13111852,开放全文,TG已确认,LOI无/辅助参照,6,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,meta/para aramid × 多种AgNW涂层,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
182,C183,B,芳纶,Durable Flame-Resistant and Ultra-Hydrophobic Aramid Fabrics via Plasma-Induced Graft Polymerization,2020,Coatings,10.3390/coatings10121257,https://doi.org/10.3390/coatings10121257,开放全文,TG已确认,燃烧已确认；LOI待核,6,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
183,C184,B,芳纶,A SnO2 shell for high environmental stability of Ag nanowires applied for thermal management,2021,Scientific Reports / related open article,,,开放全文,TG已确认,LOI无/辅助参照,3,6,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,para-aramid fabric 对照/AgNW/Ag-SnO2,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
184,C185,B,聚酯/棉/混纺,Intumescent flame retardant finishing of polyester fabrics via the layer-by-layer assembly technique,2017,International Journal of Clothing Science and Technology,10.1108/IJCST-07-2015-0079,https://doi.org/10.1108/IJCST-07-2015-0079,出版社页已找到；全文权限待下载,热性能/TGA相关已确认,LOI/燃烧待PDF核验,8,20,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,同一研究涉及PET、cotton及blend，可贡献多基材状态；逐行时需拆分substrate_family,是,作为第二批补充；下载后核对TG是否对应全部处理状态
185,C186,C,棉,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025,Polymers,10.3390/polym17070924,https://doi.org/10.3390/polym17070924,开放全文；低优先级补充,TGA已确认,标准燃烧/LOI需表格核验,7,16,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,多种芳基/芳氧基磷酸衍生物，系列样品数量较多,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
