<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
435,CTG0227,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PP-C - 10°C/min,phytic-acid flame-retardant cotton,,,,,,,10,,,,190.0,265.0,,,,,,,,,,,700.0,21.36,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
436,CTG0228,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PP-C - 15°C/min,phytic-acid flame-retardant cotton,,,,,,,15,,,,190.0,269.0,,,,,,,,,,,700.0,23.94,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
437,CTG0229,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PP-C - 20°C/min,phytic-acid flame-retardant cotton,,,,,,,20,,,,190.0,273.0,,,,,,,,,,,700.0,26.84,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
438,CTG0230,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PPA-C - 5°C/min,phytic-acid FR cotton + in-situ Ag nanoparticles,,,,,,,5,,,,220.0,286.0,,,,,,,,,,,700.0,13.42,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
439,CTG0231,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PPA-C - 10°C/min,phytic-acid FR cotton + in-situ Ag nanoparticles,,,,,,,10,,,,220.0,291.0,,,,,,,,,,,700.0,18.66,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
440,CTG0232,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PPA-C - 15°C/min,phytic-acid FR cotton + in-situ Ag nanoparticles,,,,,,,15,,,,220.0,294.0,,,,,,,,,,,700.0,20.49,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
441,CTG0233,commercial,,,C-真实棉织物多升温速率TG,phytic acid / Ag NP cotton,棉,织物,cotton textile,PPA-C - 20°C/min,phytic-acid FR cotton + in-situ Ag nanoparticles,,,,,,,20,,,,220.0,297.0,,,,,,,,,,,700.0,18.79,,是,否,是,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022.0,原始论文开放全文,10.3390/ma15072537,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,原文Table 3,Ti/Ta按原文定义保留；Ti记录于起始分解栏，不与统一外推Tonset强制等同。
442,CTG0234,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,Cotton,Cotton,,,,,N2,,,,,,338.84,363.04,,,2.231,,,,,,,,700.0,7.378,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
443,CTG0235,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-POSS,C-POSS,,,,,N2,,,,,,341.46,364.45,,,2.113,,,,,,,,700.0,14.02,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
444,CTG0236,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-POSS-P,C-POSS-P,,,,,N2,,,,,,283.54,315.8,,,1.128,,,,,,,,700.0,24.02,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
445,CTG0237,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-POSS-P/W,C-POSS-P/W,,,,,N2,,,,,,304.9,328.49,,,1.724,,,,,,,,700.0,15.42,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
446,CTG0238,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-D4,C-D4,,,,,N2,,,,,,341.72,363.04,,,2.199,,,,,,,,700.0,5.96,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
447,CTG0239,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-D4-P,C-D4-P,,,,,N2,,,,,,293.95,323.56,,,1.239,,,,,,,,700.0,19.01,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
448,CTG0240,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-D4-P/W,C-D4-P/W,,,,,N2,,,,,,313.56,330.71,,,1.813,,,,,,,,700.0,11.88,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
449,CTG0241,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-PS,C-PS,,,,,N2,,,,,,340.62,361.63,,,2.126,,,,,,,,700.0,11.59,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
450,CTG0242,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-PS-P,C-PS-P,,,,,N2,,,,,,294.29,322.15,,,1.384,,,,,,,,700.0,18.13,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
451,CTG0243,commercial,,,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,棉,织物,cotton fabric,C-PS-P/W,C-PS-P/W,,,,,N2,,,,,,303.16,327.08,,,1.69,,,,,,,,700.0,13.89,,是,否,是,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,原文Table 4,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。
452,CTG0244,commercial,,,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,棉,织物,cotton fabric,Cotton,pristine,,,,,,,,322.0,,,,380.0,,,1.9,%/K,,,,,,,700.0,10.2,,是,否,是,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,原始论文开放获取,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,原文Table 2；TD/TD220 LOI来自Table 1,商业SKU不明确，归为高质量文献真实织物而非市售SKU。
453,CTG0245,commercial,,,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,棉,织物,cotton fabric,TD,TD finish,,,,,,,,252.0,,,,308.0,,,1.4,%/K,,,,,,,700.0,38.2,29.2,是,是,是,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,原始论文开放获取,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,原文Table 2；TD/TD220 LOI来自Table 1,商业SKU不明确，归为高质量文献真实织物而非市售SKU。
454,CTG0246,commercial,,,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,棉,织物,cotton fabric,TD220,TD finish + 220°C brief curing,,,,,,,,278.0,,,,314.0,,,1.7,%/K,,,,,,,700.0,36.6,26.6,是,是,是,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,原始论文开放获取,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,原文Table 2；TD/TD220 LOI来自Table 1,商业SKU不明确，归为高质量文献真实织物而非市售SKU。
455,CTG0247,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,Cotton,pristine,,,,,N2,,,322.0,,,,380.0,,,,,,,,,,,700.0,10.2,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
456,CTG0248,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,TPPOX,TPPOX phosphorus finish,,,,,N2,,,227.0,,,,380.0,,,,,,,,,,,700.0,5.0,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
457,CTG0249,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,TPP,TPP phosphorus finish,,,,,N2,,,222.0,,,,368.0,,,,,,,,,,,700.0,7.4,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
458,CTG0250,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,DPPA,DPPA phosphorus finish,,,,,N2,,,275.0,,,,327.0,,,,,,,,,,,700.0,9.1,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
459,CTG0251,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,DPPOH,DPPOH phosphorus finish,,,,,N2,,,230.0,,,,255.0,,,,,,,,,,,700.0,24.4,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
460,CTG0252,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,BPA,BPA phosphorus finish,,,,,N2,,,220.0,,,,258.0,,,,,,,,,,,700.0,30.0,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
461,CTG0253,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,PPA,PPA phosphorus finish,,,,,N2,,,204.0,,,,265.0,,,,,,,,,,,700.0,35.5,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
462,CTG0254,commercial,,,C-高质量棉织物P-FR体系,functionalized phosphorus FR,棉,织物,cotton fabric,H3PO4,H3PO4 phosphorus finish,,,,,N2,,,190.0,,,,238.0,,,,,,,,,,,700.0,39.8,,是,否,是,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,原始论文开放全文,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,原文Table 3,同研究多化学物结构，保留study内相关性。
463,CTG0255,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",Control cotton,control,,,,,N2,,10,292.3,,,,366.7,,,,,,,,,,,800.0,8.9,18.1,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
464,CTG0256,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",C10,DMBHP bath=10 wt%; weight gain=7.9 wt%,,,,,N2,,10,244.5,,,,292.5,,,,,,,,,,,800.0,31.2,24.5,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
465,CTG0257,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",C15,DMBHP bath=15 wt%; weight gain=11.8 wt%,,,,,N2,,10,241.5,,,,292.4,,,,,,,,,,,800.0,31.4,26.5,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
466,CTG0258,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",C20,DMBHP bath=20 wt%; weight gain=15.1 wt%,,,,,N2,,10,241.5,,,,289.9,,,,,,,,,,,800.0,33.4,28.1,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
467,CTG0259,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",C25,DMBHP bath=25 wt%; weight gain=20.5 wt%,,,,,N2,,10,238.1,,,,289.9,,,,,,,,,,,800.0,33.7,30.2,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
468,CTG0260,commercial,,,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,棉,织物,"mercerized cotton fabric, 140 g/m²",C30,DMBHP bath=30 wt%; weight gain=24.7 wt%,,,,,N2,,10,224.9,,,,285.0,,,,,,,,,,,800.0,38.0,31.1,是,是,是,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,原始论文开放全文,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,原文Table 1 + Table 2,实验阻燃整理，不是市售SKU。
469,CTG0261,commercial,,,B-商业阻燃剂/真实重型棉织物,Antiblaze MCM,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Antiblaze MCM/250,acrylic back-coating formulation; initial dry add-on=13.9%,,,,,,,,,,,,,,,,,,,,,,,500.0,30.9,23.2,是,是,是,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
470,CTG0262,commercial,,,B-商业阻燃剂/真实重型棉织物,Antiblaze NH,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Antiblaze NH/250,acrylic back-coating formulation; initial dry add-on=11.0%,,,,,,,,,,,,,,,,,,,,,,,500.0,26.1,20.8,是,是,是,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
471,CTG0263,commercial,,,B-商业阻燃剂/真实重型棉织物,Antiblaze CU,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Antiblaze CU/250,acrylic back-coating formulation; initial dry add-on=11.9%,,,,,,,,,,,,,,,,,,,,,,,500.0,18.3,26.3,是,是,是,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
472,CTG0264,commercial,,,B-商业阻燃剂/真实重型棉织物,Antiblaze CU,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Antiblaze CU/100,acrylic back-coating formulation; initial dry add-on=22.3%,,,,,,,,,,,,,,,,,,,,,,,500.0,18.8,23.6,是,是,是,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
473,CTG0265,commercial,,,B-商业阻燃剂/真实重型棉织物,Fyrol 51,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Fyrol 51/250,acrylic back-coating formulation; initial dry add-on=16.6%,,,,,,,,,,,,,,,,,,,,,,,,,26.1,否,是,否,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
474,CTG0266,commercial,,,B-商业阻燃剂/真实重型棉织物,Fyrol 51,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",Fyrol 51/100,acrylic back-coating formulation; initial dry add-on=16.1%,,,,,,,,,,,,,,,,,,,,,,,500.0,25.0,24.9,是,是,是,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,原始论文全文,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,原文Table 5,不是具体终端SKU；Fyrol 51/250的R500原文缺失。
475,CTG0267,commercial,,,C-真实耐洗阻燃棉,APP/chitosan LbL + UV curing,棉,织物,cotton fabric,COT,untreated,,,,,air,,,,294.0,,,341.0,466.0,,,,,,,,,,,,,是,否,是,Few durable layers suppress cotton combustion due to the joint combination of layer by layer assembly and UV-curing,2015.0,RSC作者稿/原始论文,10.1039/C5RA11856E,https://pubs.rsc.org/en/content/articlehtml/2015/ra/c5ra11856e,原文Table 3,COT的R700在原表为“–”，不外推。
476,CTG0268,commercial,,,C-真实耐洗阻燃棉,APP/chitosan LbL + UV curing,棉,织物,cotton fabric,3BL,3 bilayers,,,,,air,,,,266.0,,,299.0,494.0,,,,,,,,,,700.0,3.8,,是,否,是,Few durable layers suppress cotton combustion due to the joint combination of layer by layer assembly and UV-curing,2015.0,RSC作者稿/原始论文,10.1039/C5RA11856E,https://pubs.rsc.org/en/content/articlehtml/2015/ra/c5ra11856e,原文Table 3,COT的R700在原表为“–”，不外推。
477,CTG0269,commercial,,,C-真实耐洗阻燃棉,APP/chitosan LbL + UV curing,棉,织物,cotton fabric,3BL_W,3 bilayers + water washing,,,,,air,,,,274.0,,,304.0,497.0,,,,,,,,,,700.0,4.0,,是,否,是,Few durable layers suppress cotton combustion due to the joint combination of layer by layer assembly and UV-curing,2015.0,RSC作者稿/原始论文,10.1039/C5RA11856E,https://pubs.rsc.org/en/content/articlehtml/2015/ra/c5ra11856e,原文Table 3,COT的R700在原表为“–”，不外推。
478,CTG0270,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,COT,raw,,,,,,,,,269.9,,,345.6,,,,,,,,,,,700.0,9.0,,是,否,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
479,CTG0271,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,SiO2@COT,SiO2@COT; add-on=17.2%,,,,,,,,,288.3,,,357.6,,,,,,,,,,,700.0,31.3,,是,否,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
480,CTG0272,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,KH570@COT,KH570@COT; add-on=13.8%,,,,,,,,,270.4,,,351.9,,,,,,,,,,,700.0,19.1,19.9,是,是,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
481,CTG0273,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,SiO2-KH570@COT,SiO2-KH570@COT; add-on=12.7%,,,,,,,,,281.8,,,355.3,,,,,,,,,,,700.0,29.0,,是,否,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
482,CTG0274,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,AP@COT,AP@COT; add-on=9.4%,,,,,,,,,291.7,,,350.8,,,,,,,,,,,700.0,22.5,,是,否,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
