<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.3390/fib6020031,,,,32.1,FR/Plasma/UV before 40 °C water soak,,,,40.0,,15.0,,,,,,,,,,,191.0,302.0,500.0,,,,,27.7,,332.0,air,B20260921-116,,,7.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven chenille,,,,,,,,,,,Commercial fabric 7 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 7 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,25.4,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,37.0,,11.0,,,,,,,,,,,216.0,312.0,500.0,,,,,27.7,,332.0,air,B20260921-117,,,7.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven chenille,,,,,,,,,,,Commercial fabric 7 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 7 FR/MLSE after water soak||air||10.0
,10.3390/fib6020031,,,,19.2,untreated,,,,19.0,,0.0,,,,,,,,,,,82.0,336.0,436.0,,,,,0.0,,337.0,air,B20260921-118,,,8.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 8 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 8 untreated||air||10.0
,10.3390/fib6020031,,,,32.2,FR/Plasma/UV before 40 °C water soak,,,,42.0,,19.0,,,,,,,,,,,217.0,331.0,497.0,,,,,23.0,,337.0,air,B20260921-119,,,8.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 8 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 8 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,25.6,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,35.0,,8.0,,,,,,,,,,,225.0,307.0,497.0,,,,,23.0,,337.0,air,B20260921-120,,,8.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 8 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 8 FR/MLSE after water soak||air||10.0
,10.3390/fib6020031,,,,19.0,untreated,,,,19.0,,0.0,,,,,,,,,,,64.0,330.0,435.0,,,,,0.0,,447.0,air,B20260921-121,,,9.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 9 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 9 untreated||air||10.0
,10.3390/fib6020031,,,,29.8,FR/Plasma/UV before 40 °C water soak,,,,40.0,,16.0,,,,,,,,,,,136.0,342.0,494.0,,,,,14.0,,447.0,air,B20260921-122,,,9.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 9 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 9 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,22.9,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,37.0,,12.0,,,,,,,,,,,82.0,321.0,494.0,,,,,14.0,,447.0,air,B20260921-123,,,9.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 9 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 9 FR/MLSE after water soak||air||10.0
,10.1155/2023/4359057,,,,18.9,as prepared,0.26,,,,,,14.3,,,,,,,,,,,370.1,,,,297.3,,,,,N2,B20260923-215,,,,cotton,,,TG+LOI,"Open full text; Table 2 gives exact LOI for CF and TTCTN(20)-CF. Tables 4 and 5 give TG/DTG data for the same two sample states under N2 and air, respectively. Heating rate: 10 C/min.",,,10.0,Advances in Polymer Technology,Only CF and TTCTN(20)-CF have tabulated TGA values; 10/15/25/30 wt% TTCTN samples have LOI but no matching tabulated TGA and are excluded from the strict paired layer. Post-wash LOI values are excluded because matched post-wash TGA is not reported.,0.0,cotton,fabric,,,,,,,,,,,CF,data/incoming/verified_web_batch_20260923_b24_cotton_ttctn.csv,"Characterization §2.4; LOI Table 2; thermal behavior §3.8, Tables 4-5",Durable Flame-Retardant Cotton Fabric Modified by a Novel Reactive P-N Intumescent Flame Retardant,,https://onlinelibrary.wiley.com/doi/10.1155/2023/4359057,,,,,,,,,,,untreated,,,,2023.0,A,10.1155/2023/4359057||CF||N2||10.0
,10.1155/2023/4359057,,,,28.6,as prepared,0.28,,,,,,40.2,,,,,,,,,,,301.9,,,,227.7,,,,,N2,B20260923-216,,,,cotton,,,TG+LOI,"Open full text; Table 2 gives exact LOI for CF and TTCTN(20)-CF. Tables 4 and 5 give TG/DTG data for the same two sample states under N2 and air, respectively. Heating rate: 10 C/min.",,,10.0,Advances in Polymer Technology,Only CF and TTCTN(20)-CF have tabulated TGA values; 10/15/25/30 wt% TTCTN samples have LOI but no matching tabulated TGA and are excluded from the strict paired layer. Post-wash LOI values are excluded because matched post-wash TGA is not reported.,20.0,cotton,fabric,,,,,,,,,,,TTCTN(20)-CF,data/incoming/verified_web_batch_20260923_b24_cotton_ttctn.csv,"Characterization §2.4; LOI Table 2; thermal behavior §3.8, Tables 4-5",Durable Flame-Retardant Cotton Fabric Modified by a Novel Reactive P-N Intumescent Flame Retardant,,https://onlinelibrary.wiley.com/doi/10.1155/2023/4359057,,,,,,,,,TTCTN reactive P-N intumescent flame retardant,,FR treated,,,,2023.0,A,10.1155/2023/4359057||TTCTN(20)-CF||N2||10.0
,10.1155/2023/4359057,,,,18.9,as prepared,0.26,,,,,,8.7,,,,,,,,,,,302.4,375.5,,,240.7,,,,,air,B20260923-217,,,,cotton,,,TG+LOI,"Open full text; Table 2 gives exact LOI for CF and TTCTN(20)-CF. Tables 4 and 5 give TG/DTG data for the same two sample states under N2 and air, respectively. Heating rate: 10 C/min.",,,10.0,Advances in Polymer Technology,Only CF and TTCTN(20)-CF have tabulated TGA values; 10/15/25/30 wt% TTCTN samples have LOI but no matching tabulated TGA and are excluded from the strict paired layer. Post-wash LOI values are excluded because matched post-wash TGA is not reported.,0.0,cotton,fabric,,,,,,,,,,,CF,data/incoming/verified_web_batch_20260923_b24_cotton_ttctn.csv,"Characterization §2.4; LOI Table 2; thermal behavior §3.8, Tables 4-5",Durable Flame-Retardant Cotton Fabric Modified by a Novel Reactive P-N Intumescent Flame Retardant,,https://onlinelibrary.wiley.com/doi/10.1155/2023/4359057,,,,,,,,,,,untreated,,,,2023.0,A,10.1155/2023/4359057||CF||air||10.0
,10.1155/2023/4359057,,,,28.6,as prepared,0.28,,,,,,20.0,,,,,,,,,,,310.6,528.7,,,196.6,,,,,air,B20260923-218,,,,cotton,,,TG+LOI,"Open full text; Table 2 gives exact LOI for CF and TTCTN(20)-CF. Tables 4 and 5 give TG/DTG data for the same two sample states under N2 and air, respectively. Heating rate: 10 C/min.",,,10.0,Advances in Polymer Technology,Only CF and TTCTN(20)-CF have tabulated TGA values; 10/15/25/30 wt% TTCTN samples have LOI but no matching tabulated TGA and are excluded from the strict paired layer. Post-wash LOI values are excluded because matched post-wash TGA is not reported.,20.0,cotton,fabric,,,,,,,,,,,TTCTN(20)-CF,data/incoming/verified_web_batch_20260923_b24_cotton_ttctn.csv,"Characterization §2.4; LOI Table 2; thermal behavior §3.8, Tables 4-5",Durable Flame-Retardant Cotton Fabric Modified by a Novel Reactive P-N Intumescent Flame Retardant,,https://onlinelibrary.wiley.com/doi/10.1155/2023/4359057,,,,,,,,,TTCTN reactive P-N intumescent flame retardant,,FR treated,,,,2023.0,A,10.1155/2023/4359057||TTCTN(20)-CF||air||10.0
,10.3390/polym16101409,,,,18.0,as prepared,,,,,,,,,,,,,,,,,,338.2,,,,,0.0,,,170.0,air,B20260923-222,,,,100% cotton,,,TG+LOI,"Open-access full article. TGA: TA TGA5500, 40-700 C, 10 C/min, N2 or air at 25 mL/min. Main text gives exact N2 T5/Tdmax/Rdmax/final residue for Cotton, C5.5 and C11.5; air text gives exact Cotton Td1max. LOI Table 1 gives exact same-state values.",25.0,,10.0,Polymers,"C8.5 has an exact LOI but its exact TGA numeric values are not stated in the main text retrieved here, so it is excluded from this strict batch. For air, treated-sample exact numeric TGA values are in Supplementary Table S2 but were not directly extracted here; only the explicitly stated untreated-cotton air Td1max is retained. R700 values are the reported final residual masses for the 40-700 C N2 runs.",,cotton,fabric,,,,,,,,,,,Cotton,data/incoming/verified_web_batch_20260923_b25_cotton_atmp_cs.csv,Experimental §2.4; Thermal Stability §3.3/Figures 4-5; Flame Retardant Performance §3.4/Table 1,Facile Fabrication of Highly Efficient Chitosan-Based Multifunctional Coating for Cotton Fabrics with Excellent Flame-Retardant and Antibacterial Properties,,https://www.mdpi.com/2073-4360/16/10/1409,,,,,,,,,,,untreated,,,,2024.0,A,10.3390/polym16101409||Cotton||air||10.0
,10.1016/j.ejpe.2015.04.001,,,,19.8,as prepared,,,,,,,,,,1.5,,403.0,,410.0,,430.0,,432.0,,,,,,,,,N2,B20260923-223,,,,100% polyester,,,TG+LOI,"Open full text. TGA method: 6.0-6.4 mg samples, 25-750 C, N2 at 30 mL/min, heating rate 10 C/min. Table 6 reports T10/T20/T50/T80, residue at 750 C and Tmax for AZ1, AZ2, AZ3 and AZ10. LOI text gives exact values for blank AZ1 (19.8%), AZ2 (23.0%) and AZ10 (26.0%).",30.0,,10.0,Egyptian Journal of Petroleum,AZ3 is excluded because the article gives only a range (18-20.9%) for the uncoated UV/O3-treated samples rather than an exact AZ3 LOI. Other AZ8-9/AZ11-12 samples have qualitative LOI comparisons but no exact tabulated LOI values. R750_pct is retained as reported endpoint residue but is not used as an R600 surrogate.,,polyester,fabric,,,,,,,,,,,AZ1,data/incoming/verified_web_batch_20260923_b26_pet_ndfr_uv_ozone.csv,Methods §2.7.1; LOI §3.4/Fig. 5; TGA §3.7/Table 6,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,,https://www.sciencedirect.com/science/article/pii/S1110062115200785,,,,,,,,,,untreated reference,untreated,,,,2016.0,A,10.1016/j.ejpe.2015.04.001||AZ1||N2||10.0
,10.1016/j.ejpe.2015.04.001,,,,23.0,as prepared,,,,,,,,,,11.5,,148.0,,209.0,,432.0,,440.0,,,,,,,,,N2,B20260923-224,,,,100% polyester,,,TG+LOI,"Open full text. TGA method: 6.0-6.4 mg samples, 25-750 C, N2 at 30 mL/min, heating rate 10 C/min. Table 6 reports T10/T20/T50/T80, residue at 750 C and Tmax for AZ1, AZ2, AZ3 and AZ10. LOI text gives exact values for blank AZ1 (19.8%), AZ2 (23.0%) and AZ10 (26.0%).",30.0,,10.0,Egyptian Journal of Petroleum,AZ3 is excluded because the article gives only a range (18-20.9%) for the uncoated UV/O3-treated samples rather than an exact AZ3 LOI. Other AZ8-9/AZ11-12 samples have qualitative LOI comparisons but no exact tabulated LOI values. R750_pct is retained as reported endpoint residue but is not used as an R600 surrogate.,,polyester,fabric,,,,,,,,,,,AZ2,data/incoming/verified_web_batch_20260923_b26_pet_ndfr_uv_ozone.csv,Methods §2.7.1; LOI §3.4/Fig. 5; TGA §3.7/Table 6,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,,https://www.sciencedirect.com/science/article/pii/S1110062115200785,,,,,,,,,non-durable flame-retardant coating based on boric acid/phosphorus-containing formulation,coated without UV/O3 irradiation; dried at ambient temperature for 24 h,FR coated,,,,2016.0,A,10.1016/j.ejpe.2015.04.001||AZ2||N2||10.0
,10.1016/j.ejpe.2015.04.001,,,,26.0,as prepared,,,,,,,,,,13.5,,148.0,,209.0,,430.0,,445.0,,,,,,,,,N2,B20260923-225,,,,100% polyester,,,TG+LOI,"Open full text. TGA method: 6.0-6.4 mg samples, 25-750 C, N2 at 30 mL/min, heating rate 10 C/min. Table 6 reports T10/T20/T50/T80, residue at 750 C and Tmax for AZ1, AZ2, AZ3 and AZ10. LOI text gives exact values for blank AZ1 (19.8%), AZ2 (23.0%) and AZ10 (26.0%).",30.0,,10.0,Egyptian Journal of Petroleum,AZ3 is excluded because the article gives only a range (18-20.9%) for the uncoated UV/O3-treated samples rather than an exact AZ3 LOI. Other AZ8-9/AZ11-12 samples have qualitative LOI comparisons but no exact tabulated LOI values. R750_pct is retained as reported endpoint residue but is not used as an R600 surrogate.,,polyester,fabric,,,,,,,,,,,AZ10,data/incoming/verified_web_batch_20260923_b26_pet_ndfr_uv_ozone.csv,Methods §2.7.1; LOI §3.4/Fig. 5; TGA §3.7/Table 6,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,,https://www.sciencedirect.com/science/article/pii/S1110062115200785,,,,,,,,,non-durable flame-retardant coating,UV/O3 irradiated for 30 min before coating; dried at 80 C for 30 min,UV/O3 + FR coated,,,,2016.0,A,10.1016/j.ejpe.2015.04.001||AZ10||N2||10.0
,10.14233/ajchem.2026.34788,,,,19.0,as prepared,,,,,,,0.0,,,,,,,,,,290.0,349.0,,,,,,,,165.0,N2,B20260923-226,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,66.0,,,,CF,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,,,untreated,,,0.0,2026.0,A,10.14233/ajchem.2026.34788||CF||N2||10.0
,10.14233/ajchem.2026.34788,,,,33.0,as prepared,,,,,,,41.6,,,,,,,,,,213.0,268.0,,,,,,,,165.0,N2,B20260923-227,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,81.8,,,,CF-diPEG,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,diphosphoric acid ethylene glycol ester (diPEG) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,6.9,2026.0,A,10.14233/ajchem.2026.34788||CF-diPEG||N2||10.0
,10.14233/ajchem.2026.34788,,,,34.8,as prepared,,,,,,,43.5,,,,,,,,,,204.0,262.0,,,,,,,,165.0,N2,B20260923-228,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,82.8,,,,CF-triPGE,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,triphosphoric acid glycerol ester (triPGE) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,7.2,2026.0,A,10.14233/ajchem.2026.34788||CF-triPGE||N2||10.0
,10.14233/ajchem.2026.34788,,,,38.3,as prepared,,,,,,,46.2,,,,,,,,,,201.0,248.0,,,,,,,,165.0,N2,B20260923-229,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,81.7,,,,CF-tetraPPE,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,tetraphosphoric acid pentaerythritol ester (tetraPPE) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,11.8,2026.0,A,10.14233/ajchem.2026.34788||CF-tetraPPE||N2||10.0
